facility_key,facility_id,facility_name,city,country_name,longitude,latitude,first_year,latest_year,reporting_year_count,source_record_count,source_tables,distance_to_oder_hydro_boundary_m,distance_to_oder_hydro_boundary_km,distance_class,nearest_hydro_entity_type,nearest_hydro_source_layer,nearest_hydro_entity_id,nearest_hydro_entity_name,nearest_hydro_dfdd,nearest_hydro_rex,nearest_hydro_strahler,nearest_hydro_mc,nearest_hydro_basin_district,distance_to_major_river_line_m,distance_to_major_river_line_km,nearest_major_river_line_source_layer,nearest_major_river_line_id,nearest_major_river_line_name,distance_to_canal_line_m,distance_to_canal_line_km,nearest_canal_line_source_layer,nearest_canal_line_id,nearest_canal_line_name,distance_to_coastal_polygon_m,distance_to_coastal_polygon_km,nearest_coastal_polygon_source_layer,nearest_coastal_polygon_id,nearest_coastal_polygon_name,feature_ids,sector_codes,sector_names,annex_activities,pollutant_count,pollutants,latest_pollutants,air_release_total,water_release_total,pollutant_transfer_total,waste_transfer_total,waste_treatments,waste_classifications,lcp_feature_value_total,lcp_feature_types,lcp_units,ied_statuses,ied_activity_names,bat_conclusions,wi_cowi_capacity_total
PL.MŚ/000000629.FACILITY,PL.MŚ/000000629.FACILITY,Zaklady Wapiennicze Lhoist S.A. Jednostka Produkcyjna w Częstochowie,Częstochowa,Poland,19.0974597930908,50.763069152832,2007,2024,17,25,air_releases; ied_installations,4788.966618832984,4.789,1-10 km,major_river_line,River_Net_l,RL36007141,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,BH140,PL,5.0,1.0,,4788.966618832984,4.789,River_Net_l,RL36007141,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,31021.28078847533,31.021,Canals_l,CL36022975,,,,,,,PL.MŚ/000000918.INSTALLATION,3.0,Mineral industry,3(c),3,Carbon dioxide (CO2); Carbon monoxide (CO); Particulate matter (PM10),Carbon dioxide (CO2); Carbon monoxide (CO),1337544200.0,,,,,,,,,functional,Production of lime in kilns with a production capacity exceeding 50 tonnes per day,CLM,
PL.MŚ/000000190.FACILITY,PL.MŚ/000000190.FACILITY,CEMEX Polska Sp. z o.o. - Zakład Cementownia Rudniki,Rudniki,Poland,19.2573299407959,50.8750915527344,2007,2024,18,48,air_releases; waste_transfers; ied_installations; ied_wi_cowi,4945.85563223979,4.946,1-10 km,major_river_line,River_Net_l,RL36007330,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,BH140,PL,5.0,1.0,,4945.85563223979,4.946,River_Net_l,RL36007330,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,16995.92086205164,16.996,Canals_l,CL36022940,,,,,,,PL.MŚ/000000289.INSTALLATION; PL.MŚ/000000129.PART; PL.MŚ/000000346.PART,3.0,Mineral industry,3(c),15,Ammonia (NH3); Anthracene; Benzene; Carbon dioxide (CO2); Carbon monoxide (CO); Chromium and compounds (as Cr); Di-(2-ethyl hexyl) phthalate (DEHP); Hydrogen cyanide (HCN); Mercury and compounds (as Hg); Naphthalene; Nitrogen oxides (NOX); Nitrous oxide (N2O); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX); Zinc and compounds (as Zn),Anthracene; Benzene; Carbon dioxide (CO2); Di-(2-ethyl hexyl) phthalate (DEHP); Hydrogen cyanide (HCN); Mercury and compounds (as Hg); Naphthalene; Nitrogen oxides (NOX); Polycyclic aromatic hydrocarbons (PAHs),6351466138.5,,,21052.19,Disposal; Recovery,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,NOBATCAPPLICABLE,23.06
PL.MŚ/000000347.FACILITY,PL.MŚ/000000347.FACILITY,"Zakłady Chemiczne ""Rudniki"" S.A.",Rudniki,Poland,19.2200012207031,50.8730545043945,2007,2024,16,37,air_releases; waste_transfers; ied_installations,5002.023293332145,5.002,1-10 km,major_river_line,River_Net_l,RL36007205,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,BH140,PL,5.0,1.0,,5002.023293332145,5.002,River_Net_l,RL36007205,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,19377.040277453933,19.377,Canals_l,CL36022940,,,,,,,PL.MŚ/000000537.INSTALLATION,3.0,Mineral industry,3(e),2,Nitrogen oxides (NOX); Particulate matter (PM10),Nitrogen oxides (NOX),3253900.0,,,106.7,Disposal; Recovery,HW,,,,functional,Manufacture of glass including glass fibre with a melting capacity exceeding 20 tonnes per day,GLS,
PL.MŚ/000002100.FACILITY,PL.MŚ/000002100.FACILITY,"Górażdże Cement S.A. - Kopalnia Wapienia ""Górażdże""",Górażdże,Poland,18.0279998779297,50.5276947021484,2009,2024,15,21,waste_transfers; ied_installations,5005.455894466689,5.005,1-10 km,major_river_line,River_Net_l,RL36005804,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,BH140,PL,5.0,1.0,,5005.455894466689,5.005,River_Net_l,RL36005804,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,20257.774790210584,20.258,Canals_l,CL36022948,,,,,,,PL.MŚ/000002730.INSTALLATION,3.0,Mineral industry,3(b),0,,,,,,3286.638,Disposal; Recovery,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
PL.MŚ/000002308.FACILITY,PL.MŚ/000002308.FACILITY,Zakłady Wapiennicze Lhoist S.A. Jednostka Produkcyjna w Górażdżach-Zakład Nowy,Górażdże,Poland,18.0278968811035,50.5266761779785,2007,2024,18,24,air_releases; ied_installations,5009.712400525516,5.01,1-10 km,major_river_line,River_Net_l,RL36005804,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,BH140,PL,5.0,1.0,,5009.712400525516,5.01,River_Net_l,RL36005804,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,20156.17602638497,20.156,Canals_l,CL36022948,,,,,,,PL.MŚ/000002938.INSTALLATION,3.0,Mineral industry,3(c),2,Carbon dioxide (CO2); Carbon monoxide (CO),Carbon dioxide (CO2),3582510000.0,,,,,,,,,functional,Production of lime in kilns with a production capacity exceeding 50 tonnes per day,CLM,
PL.EEA/01D000544.FACILITY,PL.EEA/01D000544.FACILITY,Polskie Górnictwo Naftowe i Gazownictwo S.A.  Ośrodek Grupowy Wiewierz,Czarnoborsko,Poland,16.691872,51.613482,2014,2016,2,2,waste_transfers,5055.086244542937,5.055,1-10 km,major_river_line,River_Net_l,RL36009327,BARYCZ OD ORLI DO ODRY,BH140,PL,5.0,1.0,,5055.086244542937,5.055,River_Net_l,RL36009327,BARYCZ OD ORLI DO ODRY,36439.5624549659,36.44,Canals_l,CL36022972,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,8.290000000000001,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000001572.FACILITY,PL.MŚ/000001572.FACILITY,Podziemny Magazyn Gazu Wierzchowice - Ośrodek Grupowy W,Wierzchowice,Poland,17.3343677520752,51.492073059082,2007,2024,15,16,waste_transfers; ied_installations,5130.264017361955,5.13,1-10 km,major_river_line,River_Net_l,RL36009296,BARYCZ OD DĄBRÓWKI DO SĄSIECZNICY,BH140,PL,5.0,1.0,,5130.264017361955,5.13,River_Net_l,RL36009296,BARYCZ OD DĄBRÓWKI DO SĄSIECZNICY,,,,,,,,,,,PL.MŚ/000002170.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,102.276,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000004419.FACILITY,PL.MŚ/000004419.FACILITY,Strefa Przyodwiertowa Lubiatów-4 - instalacja PRTR - main - dodane w resubmission 2018,brak,Poland,15.84081,52.6746,2019,2024,6,7,ied_installations; waste_transfers,5205.654135057785,5.206,1-10 km,major_river_line,River_Net_l,RL36012492,WARTA OD KAMIONKI DO OBRY,BH140,PL,6.0,1.0,,5205.654135057785,5.206,River_Net_l,RL36012492,WARTA OD KAMIONKI DO OBRY,,,,,,,,,,,PL.MŚ/000005075.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,16.3,Disposal,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/15P003509.FACILITY,PL.EEA/15P003509.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Ośrodek Grupowy Winna Góra",Białe Piątkowo,Poland,17.436959,52.168158,2016,2016,1,1,waste_transfers,5287.083842422846,5.287,1-10 km,major_river_line,River_Net_l,RL36019366,WARTA OD PROSNY DO LUTYNI,BH140,PL,6.0,1.0,,5287.083842422846,5.287,River_Net_l,RL36019366,WARTA OD PROSNY DO LUTYNI,39285.98951502296,39.286,Canals_l,CL36022972,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,3.55,Disposal,HW,,,,,,,
PL.MŚ/000003300.FACILITY,PL.MŚ/000003300.FACILITY,Kopalnia Gazu Ziemnego Radlin - Ośrodek Produkcyjny Winna Góra,Białe Piątkowo,Poland,17.4369010925293,52.1681976318359,2019,2024,6,8,waste_transfers; ied_installations,5292.805676309128,5.293,1-10 km,major_river_line,River_Net_l,RL36019366,WARTA OD PROSNY DO LUTYNI,BH140,PL,6.0,1.0,,5292.805676309128,5.293,River_Net_l,RL36019366,WARTA OD PROSNY DO LUTYNI,39285.99765435453,39.286,Canals_l,CL36022972,,,,,,,PL.MŚ/000003930.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,9.45,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000003216.FACILITY,PL.MŚ/000003216.FACILITY,Kopalnia Gazu Ziemnego Wielichowo,Łubnica,Poland,16.373607635498,52.1571159362793,2019,2024,6,9,waste_transfers; ied_installations,5414.245726590986,5.414,1-10 km,canal_line,Canals_l,CL36022938,,BH020,PL,4.0,,,31763.70602425802,31.764,River_Net_l,RL36011214,OBRA OD KAN. DZWIŃSKIEGO DO CZARNEJ WODY,5414.245726590986,5.414,Canals_l,CL36022938,,,,,,,PL.MŚ/000003846.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,40.316,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/16Z000638.FACILITY,PL.EEA/16Z000638.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Ekspedyt Ropy Naftowej Jarszewo",Miłachowo,Poland,14.785686,53.942625,2013,2013,1,1,waste_transfers,5561.081463242747,5.561,1-10 km,major_river_line,River_Net_l,RL36018160,ZALEW KAMIEŃSKI,BH140,PL,7.0,1.0,,5561.081463242747,5.561,River_Net_l,RL36018160,ZALEW KAMIEŃSKI,,,,,,9570.608188679733,9.571,Coastal_p,CO36000001,PLCWIIIWB9,,3.0,Mineral industry,3(a),0,,,,,,6.52,Disposal,HW,,,,,,,
PL.MŚ/000003196.FACILITY,PL.MŚ/000003196.FACILITY,Ekspedyt Ropy Naftowej Jarszewo - kotłownia zakładowa,Miłachowo,Poland,14.7856864929199,53.942626953125,2019,2024,6,7,ied_installations; waste_transfers,5561.122452890316,5.561,1-10 km,major_river_line,River_Net_l,RL36018160,ZALEW KAMIEŃSKI,BH140,PL,7.0,1.0,,5561.122452890316,5.561,River_Net_l,RL36018160,ZALEW KAMIEŃSKI,,,,,,9570.44239528232,9.57,Coastal_p,CO36000001,PLCWIIIWB9,PL.MŚ/000003826.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,14.0,Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000003227.FACILITY,PL.MŚ/000003227.FACILITY,Kopalnia Ropy Naftowej i Gazu Ziemnego Radoszyn - Ośrodek Produkcyjny Mozów-2,Laskowo,Poland,15.5424642562866,52.087760925293,2018,2024,7,8,waste_transfers; ied_installations,5567.338752840423,5.567,1-10 km,major_river_line,River_Net_l,RL36003065,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,BH140,PL,6.0,1.0,,5567.338752840423,5.567,River_Net_l,RL36003065,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,24457.032493714007,24.457,Canals_l,CL36022958,,,,,,,PL.MŚ/000003857.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,13.2,Disposal,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000003246.FACILITY,PL.MŚ/000003246.FACILITY,Terminal Ekspedycyjny Wierzbno,Wierzbno,Poland,15.7865333557129,52.5705261230469,2008,2024,17,20,waste_transfers; ied_installations,5594.435089422057,5.594,1-10 km,major_river_line,River_Net_l,RL36012486,WARTA OD KAMIONKI DO OBRY,BH140,PL,6.0,1.0,,5594.435089422057,5.594,River_Net_l,RL36012486,WARTA OD KAMIONKI DO OBRY,49405.40549009509,49.405,Canals_l,CL36022958,,,,,,,PL.MŚ/000003876.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,548.938,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000000951.FACILITY,PL.MŚ/000000951.FACILITY,Zakład Produkcyjny Antoninek,Poznań,Poland,17.033332824707,52.4000015258789,2007,2024,18,42,air_releases; waste_transfers; ied_installations,5693.320435338938,5.693,1-10 km,major_river_line,River_Net_l,RL36020234,WARTA OD CYBINY DO RÓŻANEGO POTOKU,BH140,PL,6.0,1.0,,5693.320435338938,5.693,River_Net_l,RL36020234,WARTA OD CYBINY DO RÓŻANEGO POTOKU,30068.98462706006,30.069,Canals_l,CL36022926,,,,,,,PL.MŚ/000003245.INSTALLATION,3.0,Mineral industry,3(e),4,Copper and compounds (as Cu); Lead and compounds (as Pb); Nitrogen oxides (NOX); Particulate matter (PM10),Copper and compounds (as Cu); Nitrogen oxides (NOX),5774693.0,,,424.5,Disposal; Recovery,HW,,,,functional,"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",GLS,
PL.EEA/15P003498.FACILITY,PL.EEA/15P003498.FACILITY,"Polskie Górnictwo naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Kopalnia Gazu Ziemnego Wielichowo",Łubnica,Poland,16.368863,52.158939,2012,2015,3,3,waste_transfers,5712.590848213549,5.713,1-10 km,canal_line,Canals_l,CL36022938,,BH020,PL,4.0,,,31395.530240792963,31.396,River_Net_l,RL36011214,OBRA OD KAN. DZWIŃSKIEGO DO CZARNEJ WODY,5712.590848213549,5.713,Canals_l,CL36022938,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,14.7668,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000003829.FACILITY,PL.MŚ/000003829.FACILITY,"PAK Kopalnia Węgla Brunatnego Adamów S.A., Odkrywka Adamów",Warenka,Poland,18.636111,52.015278,2007,2024,18,34,water_releases; waste_transfers; ied_installations,5737.262054665292,5.737,1-10 km,major_river_line,River_Net_l,RL36019612,WARTA OD SIEKIERNIKA DO NERU,BH140,PL,5.0,1.0,,5737.262054665292,5.737,River_Net_l,RL36019612,WARTA OD SIEKIERNIKA DO NERU,46354.07227846061,46.354,Canals_l,CL36022978,,,,,,,PL.MŚ/000004485.INSTALLATION,3.0,Mineral industry,3(b),8,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Nickel and compounds (as Ni); Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),Total organic carbon(as total C or COD/3) (TOC),,3095728.21,,5641.92,Disposal,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
