facility_key,facility_id,facility_name,city,country_name,longitude,latitude,first_year,latest_year,reporting_year_count,source_record_count,source_tables,distance_to_oder_hydro_boundary_m,distance_to_oder_hydro_boundary_km,distance_class,nearest_hydro_entity_type,nearest_hydro_source_layer,nearest_hydro_entity_id,nearest_hydro_entity_name,nearest_hydro_dfdd,nearest_hydro_rex,nearest_hydro_strahler,nearest_hydro_mc,nearest_hydro_basin_district,distance_to_major_river_line_m,distance_to_major_river_line_km,nearest_major_river_line_source_layer,nearest_major_river_line_id,nearest_major_river_line_name,distance_to_canal_line_m,distance_to_canal_line_km,nearest_canal_line_source_layer,nearest_canal_line_id,nearest_canal_line_name,distance_to_coastal_polygon_m,distance_to_coastal_polygon_km,nearest_coastal_polygon_source_layer,nearest_coastal_polygon_id,nearest_coastal_polygon_name,feature_ids,sector_codes,sector_names,annex_activities,pollutant_count,pollutants,latest_pollutants,air_release_total,water_release_total,pollutant_transfer_total,waste_transfer_total,waste_treatments,waste_classifications,lcp_feature_value_total,lcp_feature_types,lcp_units,ied_statuses,ied_activity_names,bat_conclusions,wi_cowi_capacity_total,matched_pollutants,first_water_release_reporting_year,latest_water_release_reporting_year,water_chlorine_chloride_record_count,water_chlorine_chloride_amount_total
PL.MŚ/000003006.FACILITY,PL.MŚ/000003006.FACILITY,Legnickie Przedsiębiorstwo Wodociągów i Kanalizacji S.A.,Legnica,Poland,16.2036304473877,51.2157897949219,2007,2024,17,40,water_releases; waste_transfers; ied_installations,1165.5319225285791,1.166,1-10 km,major_river_line,River_Net_l,RL36001286,KACZAWA OD CZARNEJ WODY DO ODRY,BH140,PL,5.0,1.0,,1165.5319225285791,1.166,River_Net_l,RL36001286,KACZAWA OD CZARNEJ WODY DO ODRY,,,,,,,,,,,PL.MŚ/000003636.INSTALLATION,5.0,Waste and wastewater management,5(f),16,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chromium and compounds (as Cr); Copper and compounds (as Cu); Hexachlorobutadiene (HCBD); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Pentachlorophenol (PCP); Phenols (as total C); Tetrachloromethane (TCM); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus; Trichlorobenzenes (TCB); Zinc and compounds (as Zn),Total nitrogen,,1799210.32,,98370.0,Disposal; Recovery,NONHW,,,,functional,Disposal of non-hazardous waste with a capacity exceeding 50 tonnes per day involving one or more of the following activities.,BATCNOTYETADOPTED,,Hexachlorobutadiene (HCBD); Pentachlorophenol (PCP); Tetrachloromethane (TCM); Trichlorobenzenes (TCB),2007,2020,6,37.93
PL.MŚ/000002965.FACILITY,PL.MŚ/000002965.FACILITY,Centralna Oczyszczalnia Ścieków,Gliwice,Poland,18.637228012085,50.3144569396973,2007,2024,18,42,water_releases; waste_transfers; ied_installations,1294.9694129438444,1.295,1-10 km,canal_line,Canals_l,CL36022985,,BH020,PL,-9999.0,,,27827.70431423309,27.828,River_Net_l,RL36005062,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,1294.9694129438444,1.295,Canals_l,CL36022985,,,,,,,PL.MŚ/000003595.INSTALLATION,5.0,Waste and wastewater management,5(f),20,Cadmium and compounds (as Cd); Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Diuron; Fluorides (as total F); Halogenated organic compounds (as AOX); Isoproturon; Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Organotin compounds (as total Sn); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Simazine; Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus; Trichloromethane; Zinc and compounds (as Zn),Copper and compounds (as Cu); Fluorides (as total F); Lead and compounds (as Pb); Nickel and compounds (as Ni); Polycyclic aromatic hydrocarbons (PAHs); Total phosphorus; Zinc and compounds (as Zn),,26849054.34,,255552.0,Disposal; Recovery,HW; NONHW,,,,functional,Disposal of non-hazardous waste with a capacity exceeding 50 tonnes per day involving one or more of the following activities.,BATCNOTYETADOPTED,,Chlorides (as total Cl); Trichloromethane,2007,2021,12,22910217.5
PL.MŚ/000003960.FACILITY,PL.MŚ/000003960.FACILITY,"Energetyka Sp. z o.o., Wydział W-3 Głogów",Głogów,Poland,15.984936,51.685222,2007,2024,18,42,water_releases; waste_transfers; ied_installations,1314.1054690169908,1.314,1-10 km,major_river_line,River_Net_l,RL36002218,ODRA OD KANAŁU WSCHODNIEGO DO CZARNEJ STRUGI,BH140,PL,6.0,1.0,,1314.1054690169908,1.314,River_Net_l,RL36002218,ODRA OD KANAŁU WSCHODNIEGO DO CZARNEJ STRUGI,37588.465010927386,37.588,Canals_l,CL36022927,,,,,,,PL.MŚ/000004616.INSTALLATION,5.0,Waste and wastewater management,5(g),15,"Arsenic and compounds (as As); Benzo(g,h,i)perylene; Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Fluoranthene; Fluorides (as total F); Halogenated organic compounds (as AOX); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Total nitrogen; Zinc and compounds (as Zn)",Arsenic and compounds (as As); Chlorides (as total Cl); Copper and compounds (as Cu); Fluorides (as total F); Halogenated organic compounds (as AOX); Lead and compounds (as Pb); Nickel and compounds (as Ni); Total nitrogen; Zinc and compounds (as Zn),,119346486.9,,1311075.627,Disposal; Recovery,HW,,,,functional,Independently operated treatment of waste water not covered by Directive 91/271/EEC and discharged by an installation covered by Chapter II of Directive 2010/75/EU,BATCNOTYETADOPTED,,Chlorides (as total Cl),2007,2024,18,117520000.0
PL.MŚ/000002873.FACILITY,PL.MŚ/000002873.FACILITY,Zakład Wodociągów i Kanalizacji Sp. z o.o  Oczyszczalnia Pomorzany,Szczecin,Poland,14.5413370132446,53.4024925231934,2010,2024,15,38,water_releases; waste_transfers; air_releases; ied_installations; pollutant_transfers,1570.905732463493,1.571,1-10 km,major_river_line,River_Net_l,RL36016083,PLRW60001719752,BH140,PL,7.0,1.0,,1570.905732463493,1.571,River_Net_l,RL36016083,PLRW60001719752,2133.1560182032704,2.133,Canals_l,CL36022997,,,,,,,PL.MŚ/000003503.INSTALLATION,5.0,Waste and wastewater management,5(f),13,Arsenic and compounds (as As); Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); PCDD + PCDF (dioxins + furans) (as Teq); Phenols (as total C); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus; Zinc and compounds (as Zn),Arsenic and compounds (as As); Chlorides (as total Cl); Copper and compounds (as Cu); Lead and compounds (as Pb); Total nitrogen; Total phosphorus; Zinc and compounds (as Zn),0.0644,37027509.42,2821454.2,107321.2,Disposal; Recovery,HW; NONHW,,,,functional,Disposal of non-hazardous waste with a capacity exceeding 50 tonnes per day involving one or more of the following activities.,BATCNOTYETADOPTED,,Chlorides (as total Cl),2011,2023,12,32970000.0
PL.MŚ/000000260.FACILITY,PL.MŚ/000000260.FACILITY,PGE Górnictwo i Energetyka Konwencjonalna S.A. - Oddział Elektrownia Opole,Opole,Poland,17.8822231292725,50.7516670227051,2007,2024,18,62,air_releases; water_releases; waste_transfers; ied_installations,1760.8180774033167,1.761,1-10 km,major_river_line,River_Net_l,RL36006590,ODRA OD MAŁEJ PANWI DO GRANIC WROCŁAWIA,BH140,PL,6.0,1.0,,1760.8180774033167,1.761,River_Net_l,RL36006590,ODRA OD MAŁEJ PANWI DO GRANIC WROCŁAWIA,47228.58775004265,47.229,Canals_l,CL36022948,,,,,,,PL.MŚ/000000383.INSTALLATION,1.0,Energy sector,1(c),23,Ammonia (NH3); Arsenic and compounds (as As); Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Fluorides (as total F); Fluorine and inorganic compounds (as HF); Hydrochlorofluorocarbons (HCFCs); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Fluorides (as total F); Fluorine and inorganic compounds (as HF); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),133782233668.6,123601717.75,,6391674.51,Disposal; Recovery,HW; NONHW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,LCP,,Chlorides (as total Cl),2007,2024,18,121310000.0
PL.EEA/15P000531.FACILITY,PL.EEA/15P000531.FACILITY,"PAK Kopalnia Węgla Brunatnego Adamów S.A., Odkrywka Koźmin",Koźmin,Poland,18.658333,52.089167,2007,2016,10,17,water_releases; waste_transfers,2226.952163700979,2.227,1-10 km,major_river_line,River_Net_l,RL36019612,WARTA OD SIEKIERNIKA DO NERU,BH140,PL,5.0,1.0,,2226.952163700979,2.227,River_Net_l,RL36019612,WARTA OD SIEKIERNIKA DO NERU,,,,,,,,,,,,3.0,Mineral industry,3(b),11,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Nickel and compounds (as Ni); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus; Zinc and compounds (as Zn),Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Nickel and compounds (as Ni); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus,,21450933.5,,38.66,Disposal,HW,,,,,,,,Chlorides (as total Cl),2012,2016,5,13780000.0
PL.MŚ/000003038.FACILITY,PL.MŚ/000003038.FACILITY,Oczyszczalnia Ścieków,Gorzów Wielkopolski,Poland,15.1496162414551,52.7153816223145,2008,2024,17,36,water_releases; waste_transfers; ied_installations,2286.347556130321,2.286,1-10 km,major_river_line,River_Net_l,RL36012847,WARTA OD NOTECI DO UJŚCIA,BH140,PL,7.0,1.0,,2286.347556130321,2.286,River_Net_l,RL36012847,WARTA OD NOTECI DO UJŚCIA,17540.91408526156,17.541,Canals_l,CL36022968,,,,,,,PL.MŚ/000003668.INSTALLATION,5.0,Waste and wastewater management,5(f),9,Cadmium and compounds (as Cd); Copper and compounds (as Cu); Lead and compounds (as Pb); Nickel and compounds (as Ni); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Total nitrogen; Trichloromethane; Zinc and compounds (as Zn),Total nitrogen,,884967.2,,259435.0,Disposal; Recovery,HW; NONHW,,,,functional,Disposal of non-hazardous waste with a capacity exceeding 50 tonnes per day involving one or more of the following activities.,BATCNOTYETADOPTED,,Trichloromethane,2018,2018,1,14.0
PL.MŚ/000000352.FACILITY,PL.MŚ/000000352.FACILITY,PGE Górnictwo i Energetyka Konwencjonalna S.A. - Oddział Elektrowni Dolna Odra - Elektrownia Dolna Odra,Nowe Czarnowo,Poland,14.4679107666016,53.2068481445313,2007,2024,18,70,air_releases; water_releases; waste_transfers; ied_installations,2329.520978588259,2.33,1-10 km,major_river_line,River_Net_l,RL36015100,ODRA OD ODRY ZACHODNIEJ DO PARNICY,BH140,PL,7.0,1.0,,2329.520978588259,2.33,River_Net_l,RL36015100,ODRA OD ODRY ZACHODNIEJ DO PARNICY,19510.1008946598,19.51,Canals_l,CL36022990,,,,,,,PL.MŚ/000000544.INSTALLATION; PL.MŚ/000000542.INSTALLATION,1.0,Energy sector,1(c),25,Ammonia (NH3); Arsenic and compounds (as As); Benzene; Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Fluorides (as total F); Fluorine and inorganic compounds (as HF); Hydrochlorofluorocarbons (HCFCs); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Nitrous oxide (N2O); Non-methane volatile organic compounds (NMVOC); PCDD + PCDF (dioxins + furans) (as Teq); Particulate matter (PM10); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX); Total nitrogen; Zinc and compounds (as Zn),Cadmium and compounds (as Cd); Carbon dioxide (CO2); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Sulphur oxides (SOX); Zinc and compounds (as Zn),73268754038.92117,56521342.64,,2501258.18,Disposal; Recovery,HW; NONHW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,LCP,,Chlorides (as total Cl),2007,2024,16,56010000.0
CZ.MZP.T803/CZ25055087.FACILITY,CZ.MZP.T803/CZ25055087.FACILITY,ŽDB DRÁTOVNA a.s.,Bohumín,Czechia,18.35610102,49.89280182,2007,2023,17,45,air_releases; water_releases; waste_transfers; pollutant_transfers; ied_installations,2485.2506173060965,2.485,1-10 km,major_river_line,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ/PL,5.0,1.0,,2485.2506173060965,2.485,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,13058.19393975728,13.058,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EJJGVU.INSTALLATION,2.0,Production and processing of metals,2(f),12,Arsenic and compounds (as As); Carbon monoxide (CO); Chlorides (as total Cl); Copper and compounds (as Cu); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); PCDD + PCDF (dioxins + furans) (as Teq); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX); Zinc and compounds (as Zn),Nickel and compounds (as Ni),7599475.10075,10953234.13,2630.681,552452.187,Disposal; Recovery,HW; NONHW,,,,functional,Processing of ferrous metals: application of protective fused metal coats with an input exceeding 2 tonnes of crude steel per hour.,BATCNOTYETADOPTED; NOBATCAPPLICABLE,,Chlorides (as total Cl),2007,2011,5,10950000.0
PL.MŚ/000000429.FACILITY,PL.MŚ/000000429.FACILITY,"Grupa Azoty Zakłady Chemiczne ""POLICE"" SA",Police,Poland,14.5381364822388,53.5698280334473,2007,2024,18,76,air_releases; water_releases; waste_transfers; ied_installations,2843.8038321959816,2.844,1-10 km,major_river_line,River_Net_l,RL36016704,ŁARPIA,BH140,PL,7.0,1.0,,2843.8038321959816,2.844,River_Net_l,RL36016704,ŁARPIA,16699.204310515575,16.699,Canals_l,CL36022996,,39689.79082705941,39.69,Coastal_p,CO36000001,PLCWIIIWB9,PL.MŚ/000000664.INSTALLATION; PL.MŚ/000000666.INSTALLATION; PL.MŚ/000000669.INSTALLATION; PL.MŚ/000000667.INSTALLATION; PL.MŚ/000002863.INSTALLATION; PL.MŚ/000000670.INSTALLATION; PL.MŚ/000002862.INSTALLATION; PL.MŚ/000000668.INSTALLATION,4.0,Chemical industry,4(b),21,Ammonia (NH3); Arsenic and compounds (as As); Cadmium and compounds (as Cd); Carbon dioxide (CO2); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Fluorides (as total F); Fluorine and inorganic compounds (as HF); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX); Total nitrogen; Total phosphorus; Zinc and compounds (as Zn),Ammonia (NH3); Arsenic and compounds (as As); Carbon dioxide (CO2); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Fluorides (as total F); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX); Total nitrogen; Total phosphorus,21141169515.0,57866609.34,,1868442.97,Disposal; Recovery,HW; NONHW,,,,functional,"Combustion of fuels in installations with a total rated thermal input of 50 MW or more; Landfills, as defined in Article 2(g) of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste, receiving more than 10 tonnes of waste per day or with a total capacity exceeding 25,000 tonnes, excluding landfills of inert waste; Production of inorganic chemicals: acids, such as chromic acid, hydrofluoric acid, phosphoric acid, nitric acid, hydrochloric acid, sulphuric acid, oleum, sulphurous acids; Production of inorganic chemicals: gases, such as ammonia, chlorine or hydrogen chloride, fluorine or hydrogen fluoride, carbon oxides, sulphur compounds, nitrogen oxides, hydrogen, sulphur dioxide, carbonyl chloride; Production of phosphorous, nitrogen or potassium based fertilisers (simple or compound fertilisers)",BATCNOTYETADOPTED; LCP; NOBATCAPPLICABLE,,Chlorides (as total Cl),2007,2024,15,44770000.0
PL.MŚ/000000898.FACILITY,PL.MŚ/000000898.FACILITY,"ZAKŁAD PRODUKCYJNY ""JANIKOSODA"" W JANIKOWIE",JANIKOWO,Poland,18.1108341217041,52.7644462585449,2007,2024,18,68,air_releases; water_releases; waste_transfers; ied_installations,4170.859482043215,4.171,1-10 km,major_river_line,River_Net_l,RL36021426,NOTEĆ OD MAŁEJ NOTECI DO JEZIORA WOLICKIEGO,BH140,PL,5.0,1.0,,4170.859482043215,4.171,River_Net_l,RL36021426,NOTEĆ OD MAŁEJ NOTECI DO JEZIORA WOLICKIEGO,25213.553432291388,25.214,Canals_l,CL36022970,,,,,,,PL.MŚ/000001319.INSTALLATION; PL.MŚ/000003191.INSTALLATION; PL.MŚ/000003193.INSTALLATION; PL.MŚ/000003192.INSTALLATION; PL.MŚ/000001320.INSTALLATION,4.0,Chemical industry,4(b),18,Ammonia (NH3); Arsenic and compounds (as As); CONFIDENTIAL; Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Fluorine and inorganic compounds (as HF); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX); Total nitrogen; Zinc and compounds (as Zn),Ammonia (NH3); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Mercury and compounds (as Hg); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX); Total nitrogen,17201375144.7,8918046376.5,,2617783.06,Disposal; Recovery,HW; NONHW,,,,functional,"Combustion of fuels in installations with a total rated thermal input of 50 MW or more; Landfills, as defined in Article 2(g) of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste, receiving more than 10 tonnes of waste per day or with a total capacity exceeding 25,000 tonnes, excluding landfills of inert waste; Production of inorganic chemicals: acids, such as chromic acid, hydrofluoric acid, phosphoric acid, nitric acid, hydrochloric acid, sulphuric acid, oleum, sulphurous acids; Surface treatment of metals or plastic materials using an electrolytic or chemical process where the volume of the treatment vats exceeds 30 m3",BATCNOTYETADOPTED; NOBATCAPPLICABLE,,Chlorides (as total Cl),2007,2024,18,8909000000.0
PL.MŚ/000003021.FACILITY,PL.MŚ/000003021.FACILITY,Oczyszczalnia Ścieków,Zielona Góra,Poland,15.4604330062866,52.000862121582,2007,2024,18,45,water_releases; waste_transfers; air_releases; ied_installations,4556.697488704773,4.557,1-10 km,major_river_line,River_Net_l,RL36003086,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,BH140,PL,6.0,1.0,,4556.697488704773,4.557,River_Net_l,RL36003086,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,25297.514205806187,25.298,Canals_l,CL36022967,,,,,,,PL.MŚ/000003651.INSTALLATION,5.0,Waste and wastewater management,5(f),13,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); PCDD + PCDF (dioxins + furans) (as Teq); Phenols (as total C); Total nitrogen; Total phosphorus; Trichloromethane; Zinc and compounds (as Zn),Mercury and compounds (as Hg); Phenols (as total C); Total nitrogen; Total phosphorus; Zinc and compounds (as Zn),0.0013999999999999,1165947.97,,225335.61,Disposal,HW; NONHW,,,,functional,Disposal of non-hazardous waste with a capacity exceeding 50 tonnes per day involving one or more of the following activities.,BATCNOTYETADOPTED,,Trichloromethane,2019,2019,1,10.8
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490,https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490,PCK Raffinerie GmbH,Schwedt/Oder,Germany,14.23812,53.08766,2007,2024,18,207,air_releases; water_releases; waste_transfers; ied_installations; ied_wi_cowi,5135.491745403831,5.135,1-10 km,major_river_line,River_Net_l,RL36014410,ODER,BH140,DE,7.0,1.0,,5135.491745403831,5.135,River_Net_l,RL36014410,ODER,32252.861664370062,32.253,Canals_l,CL36022956,,,,,,,https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_35_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_474_207; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_19_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_21_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_17_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_609_341gen; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_26_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_20_12; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_29_32; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_2304_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_16_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_28_30; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_22_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_23_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_30_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_475_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_609_341; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_26_45338482gen; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_474_211; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_35_42; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_609_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_29_31; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_22_16; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_20_11; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_28_29; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_29_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_474_204; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_22_17; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_28_0; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23020490_474_206,1.0,Energy sector,1(a),16,Ammonia (NH3); Carbon dioxide (CO2); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Cyanides (as total CN); Fluorides (as total F); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Non-methane volatile organic compounds (NMVOC); Particulate matter (PM10); Sulphur oxides (SOX); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),Carbon dioxide (CO2); Chlorides (as total Cl); Chlorine and inorganic compounds (as HCl); Fluorides (as total F); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Non-methane volatile organic compounds (NMVOC); Sulphur oxides (SOX); Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),67580664878.0,82527692.5,,1180540.2,Disposal; Recovery,HW; NONHW,,,,functional; notRegulated,"Combustion of fuels in installations with a total rated thermal input of 50 MW or more; Disposal or recovery of waste in waste incineration plants or in waste co-incineration plants for hazardous waste with a capacity exceeding 10 tonnes per day; Independently operated treatment of waste water not covered by Directive 91/271/EEC and discharged by an installation covered by Chapter II of Directive 2010/75/EU; Production of inorganic chemicals: gases, such as ammonia, chlorine or hydrogen chloride, fluorine or hydrogen fluoride, carbon oxides, sulphur compounds, nitrogen oxides, hydrogen, sulphur dioxide, carbonyl chloride; Production of inorganic chemicals: non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide; Production of organic chemicals: oxygen-containing hydrocarbons such as alcohols, aldehydes, ketones, carboxylic acids, esters and mixtures of esters, acetates, ethers, peroxides and epoxy resins; Refining of mineral oil and gas; Temporary storage of hazardous waste not covered under point 5.4 pending any of the activities listed in points 5.1, 5.2, 5.4 and 5.6 with a total capacity exceeding 50 tonnes, excluding temporary storage, pending collection, on the site where the waste is generated",LCP; NOBATCAPPLICABLE; REF; WI,10.0,Chlorides (as total Cl),2007,2024,18,79690000.0
PL.MŚ/000004145.FACILITY,PL.MŚ/000004145.FACILITY,"Miejskie Wodociągi i Kanalizacja Sp.z o.o., Oczyszczalnia JAMNO",KOSZALIN,Poland,16.14582,54.23275,2007,2024,16,32,water_releases; waste_transfers; air_releases,5435.298959565221,5.435,1-10 km,coastal_polygon,Coastal_p,CO36000003,PLCWIIIWB7,SA010,,,,Oder,25593.36210330455,25.593,River_Net_l,RL36018575,PARSĘTA OD RADWI DO WIELKIEGO ROWU,20858.3791978106,20.858,Canals_l,CL36023002,,5435.298959565221,5.435,Coastal_p,CO36000003,PLCWIIIWB7,,5.0,Waste and wastewater management,5(f),10,Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Phenols (as total C); Total nitrogen; Total phosphorus; Trichloromethane; Zinc and compounds (as Zn),Copper and compounds (as Cu); Zinc and compounds (as Zn),868.0,1145046.5,,220850.0,Recovery,HW; NONHW,,,,,,,,Trichloromethane,2016,2016,1,61.5
